"","seqnames","start","end","width","5k_mdpt_bin","tu_perc"
"527","NC_000913.3",4131604,4134213,2610,827,0
"528","NC_000913.3",4135723,4140108,4386,828,0.947332421340629
"529","NC_000913.3",4140382,4150761,10380,830,0.167052023121387
"530","NC_000913.3",4152645,4156200,3556,831,0.926884139482565
"531","NC_000913.3",4157985,4159729,1745,832,0
"532","NC_000913.3",4186910,4199158,12249,839,0.663319454649359
"533","NC_000913.3",4199439,4203504,4066,841,0.668962124938514
"534","NC_000913.3",4218204,4223838,5635,845,0.387577639751553
"535","NC_000913.3",4224933,4225698,766,846,0.883812010443864
"536","NC_000913.3",4226676,4228150,1475,846,0.480677966101695
"537","NC_000913.3",4228637,4242757,14121,848,0.116847248778415
"538","NC_000913.3",4243042,4246915,3874,849,0
"539","NC_000913.3",4247744,4248665,922,850,0
"540","NC_000913.3",4249291,4255270,5980,851,0.0270903010033445
"541","NC_000913.3",4256310,4258079,1770,852,0.471186440677966
"542","NC_000913.3",4259031,4261877,2847,853,0
"543","NC_000913.3",4262636,4264527,1892,853,0
"544","NC_000913.3",4265332,4271958,6627,854,0.435491172476234
"545","NC_000913.3",4272245,4278648,6404,856,0.111336664584635
"546","NC_000913.3",4279690,4280470,781,857,0
"547","NC_000913.3",4281303,4285559,4257,857,0.961005402865868
"548","NC_000913.3",4286971,4289620,2650,858,0
"549","NC_000913.3",4292481,4300922,8442,860,0.254442075337598
"550","NC_000913.3",4301431,4304873,3443,861,0
"551","NC_000913.3",4305875,4311154,5280,862,0
"552","NC_000913.3",4311586,4314047,2462,863,0.683184402924452
"553","NC_000913.3",4326165,4327790,1626,866,0
"554","NC_000913.3",4330086,4365542,35457,870,0.322841751981273
"555","NC_000913.3",4366616,4367063,448,874,0
"556","NC_000913.3",4372506,4380662,8157,876,0
"557","NC_000913.3",4382125,4382759,635,877,0
"558","NC_000913.3",4383142,4387073,3932,878,0.764242115971516
"559","NC_000913.3",4392736,4393126,391,879,0
"560","NC_000913.3",4404020,4420187,16168,883,0.31308758040574
"561","NC_000913.3",4424300,4425091,792,885,0
"562","NC_000913.3",4425930,4436918,10989,887,0.314223314223314
"563","NC_000913.3",4437382,4441595,4214,888,0.282866635026103
"564","NC_000913.3",4442164,4443024,861,889,1
"565","NC_000913.3",4446795,4452614,5820,890,0
"566","NC_000913.3",4453248,4463117,9870,892,0.279736575481256
"567","NC_000913.3",4467447,4468038,592,894,0
"568","NC_000913.3",4470108,4471782,1675,895,0
"569","NC_000913.3",4472207,4473344,1138,895,0
"570","NC_000913.3",4473639,4481652,8014,896,0
"571","NC_000913.3",4488264,4489608,1345,898,1
"572","NC_000913.3",4489883,4492122,2240,899,1
"573","NC_000913.3",4492435,4493649,1215,899,0
"574","NC_000913.3",4494033,4495103,1071,899,0
"575","NC_000913.3",4496151,4498547,2397,900,0
"576","NC_000913.3",4499329,4502850,3522,901,0
"577","NC_000913.3",4503269,4511378,8110,902,0
"578","NC_000913.3",4518087,4518713,627,904,0
"579","NC_000913.3",4519105,4520831,1727,904,0.395483497394325
"580","NC_000913.3",4521158,4522756,1599,905,1
"581","NC_000913.3",4524899,4526677,1779,906,0
"582","NC_000913.3",4527821,4528561,741,906,0
"583","NC_000913.3",4528956,4532495,3540,907,0
"584","NC_000913.3",4532904,4537089,4186,907,0.586239847109412
"585","NC_000913.3",4539290,4543232,3943,909,0.565051990869896
"586","NC_000913.3",4544230,4545357,1128,909,1
"587","NC_000913.3",4545619,4546947,1329,910,1
"588","NC_000913.3",4547671,4550080,2410,910,0.201244813278008
"589","NC_000913.3",4550394,4550704,311,911,1
"590","NC_000913.3",4551212,4551634,423,911,1
"591","NC_000913.3",4555137,4558520,3384,912,0.63386524822695
"592","NC_000913.3",4559285,4564152,4868,913,0.0338948233360723
"593","NC_000913.3",4564470,4567007,2538,914,0.81639085894405
"594","NC_000913.3",4567865,4570848,2984,914,0
"595","NC_000913.3",4571564,4583856,12293,916,0.469128772472139
"596","NC_000913.3",4591195,4592237,1043,919,0
"597","NC_000913.3",4593203,4598574,5372,920,0.159717051377513
"598","NC_000913.3",4599364,4599809,446,920,1
"599","NC_000913.3",4602617,4606179,3563,921,0.0996351389278698
"600","NC_000913.3",4610997,4611642,646,923,1
"601","NC_000913.3",4611909,4612809,901,923,0.415094339622642
"602","NC_000913.3",4616945,4617367,423,924,1
"603","NC_000913.3",4620691,4622863,2173,925,0.777266451909802
"604","NC_000913.3",4627251,4629723,2473,926,0.391831783259199
"605","NC_000913.3",4630349,4631133,785,927,0.438216560509554
"606","NC_000913.3",4631655,4633085,1431,927,0
"607","NC_000913.3",4633489,4635969,2481,927,0.978234582829504
"608","NC_000913.3",4636937,4639799,2863,928,0.215158924205379
"609","NC_000913.3",4640113,4641048,936,929,0
